date,value
1261221560,A
1431236963,B
1254662263,D
1399874269,F
1416884012,B
494199423,D
422712856,A
1220743406,D
772537365,A
304324200,F
189962162,D
448679270,C
100463455,C
651492197,B
1362248371,B
149187584,A
231174786,A
221148604,D
1511973681,F
924780816,F
510282753,B
216405628,B
1367788242,F
1085875021,C
678573908,C
656748947,B
553560469,C
1294696567,A
146283431,A
1523571053,B
434833865,C
1451014764,C
335086222,F
1500341181,F
1158680355,D
17689033,C
1357761005,C
573807898,A
459201295,B
238779733,C
724224659,A
905516330,D
1027327801,F
1391360134,A
1268302248,D
1052622085,F
694659423,F
1501120292,B
468538020,A
1086656141,C
509327099,C
842613712,C
151077812,B
633112058,C
192394817,D
72554010,D
1509933878,B
1530264901,D
1365126250,F
41776117,C
926316579,D
731556008,C
444596152,B
619284724,A
405101373,D
599233087,D
923806880,D
1399295716,A
534419085,B
790711034,F
129621678,D
1460093543,A
760090028,C
965889835,B
932416983,A
1149548357,B
1471579367,F
1022186905,B
74037483,B
1495675884,F
226092477,B
1010284560,D
301053466,C
1437075503,D
140951761,D
221489120,A
767178823,C
1432349247,B
905599572,B
1253009733,A
1503668430,D
684686245,A
187356775,A
38598039,D
192042112,A
491680169,A
1483033990,B
1226043725,A
943134846,D
1476443395,F
720434812,B
38912319,B
384394973,F
40625431,B
1090873536,B
65855001,A
394731765,A
838384569,C
1152656848,F
955081825,B
312057713,C
495306157,B
1327752726,A
1223957242,F
627725228,F
492658547,C
453046129,D
219362855,D
73567952,B
768343067,D
421987365,B
813404932,A
581952417,A
1066373684,C
1494701139,D
1466585835,A
161350208,C
1007308471,C
1342795891,F
613921024,A
949131188,F
563349300,F
279308317,F
492396887,C
609259086,F
271495549,A
980930201,B
923123234,D
1447244000,D
1266964383,B
26497701,B
555878722,A
1077845568,F
1125722060,A
1310659334,B
708721346,F
1200948154,B
285841699,F
926651950,B
1512934099,C
981912440,C
548317636,A
14261618,A
1433862782,C
94724523,C
403902200,A
711407647,A
535038760,D
1260322502,F
179036006,F
1094968095,A
635079758,F
664916802,A
1196678226,C
1291595485,D
237685995,C
1040610764,A
1058632346,A
1173724415,C
795312312,C
1533739303,B
1287352713,F
311685078,A
406351016,F
608107297,F
302814425,A
106130658,C
470811129,F
236569900,D
1472277617,F
1391020428,D
1516708195,B
376603489,A
586249649,B
521004621,B
533312178,B
848403914,B
489345258,F
427061656,A
621797126,C
978417371,D
1434825060,C
913893991,A
1142152041,B
1181184497,B
396863208,A
454655291,A
609750233,D
24845123,F
329481645,B
297291558,F
346646859,F
896078636,D
1362905224,F
1200923759,D
168044762,B
1498812735,F
1224574366,F
1477741474,F
725903240,B
984191234,A
1434312869,C
809158471,B
416165005,F
1356071999,A
937660221,B
467576319,B
1228384267,F
1038171939,A
201453583,B
147138646,A
580160366,A
812615695,C
283663730,B
1465440244,D
429205694,C
531024806,B
1319676072,F
464345809,B
32940482,D
401245066,F
189688656,F
1296287690,F
1213391829,F
649285210,B
1222296279,F
1523461409,D
308564296,D
1114251952,D
1512957834,A
947580208,B
1264461198,A
324227613,C
122394936,B
1543322058,B
885763058,A
592620045,B
153662248,D
1193236981,A
668323213,A
1022363156,D
1427247419,A
446377990,F
329940889,F
444268501,B
684689454,F
1446150035,C
1254204186,F
117250390,C
60867134,F
1393386825,F
1347041236,C
364481183,D
182670121,C
55735046,F
598474444,A
116940771,C
1223836593,C
486094076,A
127829763,F
704388881,A
1220623640,C
574082491,C
1089481218,B
1248053358,D
152877835,F
622716048,D
638290395,C
275956070,F
344894791,C
1190491171,B
1263148163,D
1472899381,C
709135836,A
485650805,C
926818472,F
375296505,A
50692173,F
901233082,A
1174836380,F
1211713738,C
338128108,C
1032374975,B
1255046790,F
65200667,B
605165764,F
846433284,B
1253120193,F
140204401,A
190418027,B
1151943415,A
1162599228,A
109026549,D
726162383,F
1371071950,F
1274913974,C
1554439102,A
217672556,F
277730163,A
970930286,A
895440809,F
992697544,C
724879001,C
837876313,B
743216295,B
1305621390,A
1139097069,B
213387928,F
1010295003,B
1098968872,F
1343473141,F
1230398728,A
1421029560,A
389570912,C
610643338,F
492782622,A
520541703,F
787980187,A
1256843637,F
1263578258,D
1289700786,A
485654343,A
905997881,D
1010701701,C
931377771,D
1520168112,C
1368554417,F
1263311942,A
999791785,B
1487353087,C
689101566,D
766598507,C
1185336965,B
282452411,B
431481181,F
126912613,C
1090061955,B
483845385,C
360329476,A
181073896,C
1053209147,F
1266692108,F
693030365,F
1367607406,C
87669388,C
617609076,A
991155653,D
342049305,A
774975669,C
126178108,A
1420586545,F
1033458561,A
1075575695,C
299340607,A
725186609,A
824795352,F
588313052,B
1459786419,D
1141044840,D
1217213755,C
899961617,D
911801495,B
140810234,F
1517554622,D
991754986,A
1435822366,F
1333251788,D
668945335,B
225811745,D
1344935968,B
563913320,B
1051840289,A
363817361,C
1226235360,A
1199489973,B
31239,B
1208531221,F
1081666853,F
768104902,A
1362778663,C
149090296,C
61365002,F
805022128,F
1217476525,A
1257875489,F
978468421,D
911828995,D
240272595,F
1265309000,A
1235083717,B
869523988,F
928174175,C
1427409776,B
299297197,F
1468726276,C
1035127074,B
682591773,D
634916211,F
1478262134,D
59782875,F
338407834,C
1009826098,D
399860910,F
10437714,C
177336414,C
1475936533,C
41138007,F
1237545508,D
566457622,B
318804107,A
646405446,A
1393681001,B
1230511944,F
1058872424,A
1325119582,D
853150216,D
828512507,D
889050033,F
606624227,D
300004095,B
1310658029,D
1375836593,B
1274752743,B
983379764,B
757437882,C
1397209226,D
743195838,C
684009230,A
1438156433,C
343987775,A
1550052210,F
1187834345,B
20397924,A
1091292620,D
941975790,F
51866112,B
179894628,A
1087396040,C
77800089,D
318071486,A
1208855152,A
109332013,F
1300002841,F
183437533,D
603073876,C
642192899,C
587476226,A
1078135259,D
318969329,F
1371948145,A
29800992,F
1345650438,C
851383297,F
1423261338,C
198540742,C
373716674,F
580862830,B
1034452062,A
1475643054,B
1162333942,D
1102129660,F
597422822,A
510963122,A
1327187914,A
1196163968,B
58731036,A
812283143,B
1429914533,B
357999092,D
1340286880,C
154408989,F
376359709,C
415874359,B
451240624,C
1255240907,C
836570788,A
1363340867,C
798539221,C
1292849892,C
1171449219,B
185004504,B
164925218,F
216672048,B
768620599,B
123074062,B
1497732275,A
479777430,A
1150913678,C
1335497850,B
501899503,B
1070413743,D
365306196,A
185439675,F
1224826396,A
1360802302,B
547463074,C
448340021,F
189563450,C
1343186908,A
1219883541,C
1298094534,C
591228395,B
1177481166,D
86145248,C
687899661,C
661580517,D
127200189,B
14828921,B
1108582004,F
14978578,A
1518528949,F
1368969453,F
1492605112,D
1327429172,B
761400436,F
1351217687,D
40258388,F
1295638427,A
1105919591,C
740069238,D
1442743188,D
376485043,C
1488205775,B
1554247287,B
834590507,D
1130781243,D
1023758198,D
352003614,C
1311363893,D
931487214,B
832392002,B
433702539,F
930840715,F
1431133527,F
645705799,C
452456828,D
877271040,D
281414835,C
760734873,F
411126222,D
1391087010,A
1249268551,B
107621049,C
1471609388,C
1029388535,B
202447521,D
1282017210,A
522800310,B
299998974,D
1126777434,B
1131988777,A
1369950899,F
718709157,B
698666731,C
152139280,D
1391098137,D
263037578,D
715224704,C
707716394,F
266652970,D
809809476,D
95927105,C
918948200,D
1489603817,B
1081545939,B
1165903749,C
996661938,D
739297647,B
484300196,F
1022852801,A
930255886,A
621841915,A
1509609850,D
440968995,D
1126815896,D
69465755,C
1186530933,C
1177109942,A
457941285,F
242151823,B
1100398515,B
356786804,D
1099423811,C
167494970,F
1292235390,B
1222970368,D
1386195132,B
675474417,F
998580012,D
1166429194,F
1099733266,B
428805242,C
176661758,D
1534481606,D
435875740,B
94808319,D
1026665463,A
1054110035,A
24095567,C
918373555,C
1027157091,D
314430856,D
860783121,A
76002585,D
1518995904,D
1073802386,B
142766363,B
815755510,B
1237138503,B
1341674720,D
1413555638,B
830332451,C
191848119,A
1093454227,C
768611210,D
788111928,C
1501191628,F
863743266,F
1169938319,A
223219993,A
211648866,F
366847521,A
325890540,F
978246987,D
1315934251,C
1170384628,D
1543273265,D
1141922694,B
864822535,D
1454544685,A
312319802,B
1237583847,D
1429333470,D
894531526,F
556361367,D
727125050,F
1382589830,D
18061871,F
739773728,F
1416723751,D
1413120169,A
1369150418,F
92562276,F
1443348370,B
346935086,F
1396558674,B
1366520743,D
888848968,A
1533746591,C
1402529454,F
290200659,C
1354468576,C
1027437191,C
909856040,F
370381622,F
1076624702,F
933887476,D
1512844472,C
60602460,F
1123952579,C
1039252896,D
584583323,B
1331164963,C
941968295,F
1255719636,F
893086707,A
782367800,F
1325243105,F
898818629,C
733220389,F
681200552,C
957496002,F
476900486,F
963646646,C
1376633902,F
895657369,A
1135186345,C
366193,B
1469147180,A
105272905,A
1317546527,C
156660689,F
636279323,B
1528731384,D
80314157,B
1144412975,F
1227785449,A
1220890000,B
1393503335,B
107542124,C
893829701,F
353250027,C
791284984,C
1150799361,A
804934396,C
528162158,A
590782020,A
318377228,B
424434083,A
1214801473,D
552908779,F
1211675457,B
1207695875,A
733421949,A
104657032,A
216898258,A
768076019,F
537089254,D
364060388,A
355153896,F
1368248065,C
697653113,B
411331064,F
111727180,B
390254802,B
460920465,B
1441649413,D
518350202,F
970915592,F
308026052,A
1036684779,F
559646085,A
904055404,F
312330902,B
198828359,D
1535052453,A
663944062,D
817715456,D
1182540888,B
109242254,B
577717290,D
51207643,B
897434706,D
1296809159,F
110112486,A
917740316,B
816308036,D
478644462,F
1440048709,A
551732682,C
873624869,B
1161027207,C
1261052954,B
1259035505,F
508311700,C
394657958,D
1480367930,D
1454291464,A
297968722,B
1001367619,D
1430979684,D
874599376,D
309058499,F
904515233,C
1275533433,F
96148521,F
173858388,C
981872755,B
738001825,C
5780391,B
557124426,C
1334588078,B
1129605095,D
591343515,D
17004755,A
252671349,A
1323696784,B
1223959805,D
1274303131,B
1110062262,B
510398617,D
1038354689,C
1181802742,A
221991245,A
1451964661,A
1457000556,A
1452722336,D
1019694787,D
151853277,F
371486966,B
431272196,D
1536916534,A
1360172595,A
657493685,B
166311105,F
967509872,A
135525514,A
499222058,B
307590156,C
917213492,F
13931687,D
1185535764,B
1122238204,B
683492407,F
38888808,A
1112484078,C
1149757584,C
1453385246,C
269284076,B
1158692702,D
69964102,D
886298711,A
946296839,D
1375114772,C
592029208,C
330348867,B
1029771625,F
842503529,B
1547735342,A
361848799,F
557892100,B
1044136744,B
631746288,A
1108099716,D
580728237,A
828346848,F
189012498,F
1526018479,C
632600315,A
375368602,B
678056147,F
1383870700,A
1103646553,B
665347423,D
378771561,B
59072608,F
754574952,D
1395742001,D
625351182,C
1215092267,B
910026613,D
1393110082,C
424093711,C
120748130,F
42529657,D
198955412,A
1294965375,A
431310868,C
1019028141,F
1379486226,D
727131013,C
1462380018,D
422546465,B
518448600,F
986015112,B
1267000810,A
1480423595,D
593809855,C
186939568,D
972403011,C
439071674,C
457569794,C
1435708906,B
917158711,F
636156187,B
1392800018,D
199545336,D
1068523096,B
747381320,F
1553573053,B
810256327,B
465583147,C
342565897,A
586971965,B
683648721,D
1467976296,A
588989881,F
978703943,D
397974606,D
657158807,A
571791747,D
1370160818,B
308721389,A
918988941,D
26785785,D
1516815873,B
1536154948,F
1431150952,F
1045498423,F
1200343042,D
285378787,C
1063096802,D
522243978,C
309203290,A
1331391237,D
1496944424,B
673935316,D
1279963579,B
1258666944,A
1070962485,F
1211144250,F
927985027,D
1275308455,B
1428512616,B
117184878,D
250341590,C
1368955529,D
544188049,F
1459470889,A
335241571,B
838300090,D
336890299,D
163342450,D
719895973,A
42608869,A
799641093,C
1059510873,D
790497250,C
1199450673,C
1494896121,F
507597350,F
632655352,B
653083095,A
1205662440,D
275359644,F
953564163,F
415032991,C
615943226,A
388458977,B
489095341,D
873825720,D
333068834,F
225878253,A
1218425847,C
232117399,B
1541673741,A
1279425147,D
510431051,D
97480956,F
996850678,C
440481789,D
733751666,B
172422593,B
853968772,B
138759404,F
417497465,C
7416756,D
347482804,D
40684395,B
1065338543,F
116738150,A
1240543942,F
558440052,C
636712535,C
1120447004,D
1478340014,D
1168583139,F
1462989448,B
660766639,F
851005804,A
1201558123,F
442944309,F
1310889754,C
241754761,A
429180571,B
251967486,F
1246575797,B
219805386,C
984191127,B
1433387361,A
835761852,F
908286274,C
135856747,A
14864615,C
919745486,F
841976270,A
350657133,C
1208910475,A
1138113570,D
1476248402,D
365640697,C
1036514738,C
854715891,C
1366579334,B
1090892099,F
457162325,A
1057326128,C
258133149,C
509754627,C
789072672,C
358437800,F
1212744365,B
1477624347,B
1555530129,A
676015541,D
177048775,F
1281208195,A
1436096866,D
1099851919,B
1080918842,B
52090432,F
1523888934,C
220111909,D
715358738,B
1316102737,C
995618065,F
84253912,F
949780018,A
606124100,D
89545709,B
1243840896,B
1516505788,B
1519374474,C
745543209,D
1297376140,C
216206534,F
467894737,F
197146759,A
668301728,D
1385239864,D
1199832643,A
844317732,A
817911046,C
1229787979,F
486333961,D
1036991339,B
51878588,C
985714650,C
223137748,D
79896620,D
208980651,D
1487483060,D
1164899944,B
1542697086,B
21800176,D
633237603,B
329230756,C
155244211,F
999196283,A
1331353057,F
1291615766,F
328475373,F
1297137656,D
786530482,A
440563099,D
1336218099,F
480299715,C
1221740576,D
927193828,A
886638429,B
428763900,B
895969186,F
1363023020,D
320750057,C
447053390,C
185812756,A
1215758527,F
1411759860,A
1089364237,A
319609678,B
1409226952,B
877903317,B
1535311124,B
1438104802,B
43328334,F
1436074565,F
946921460,A
903255182,A
665965606,A
743358216,B
552646449,C
950333245,B
59100901,D
1500494276,B
425476502,C
844390752,B
798753836,C
1373912879,B
1222361149,F
1013294568,B
173001590,C
971404111,F
1397485549,B
794310852,B
321854562,B
993138064,A
674210998,C
594545782,B
1490569124,F
1104225620,B
641019419,B
308973168,B
1421327905,C
285523817,B
569436235,D
1306336201,F
1482023586,C
820105303,C
1044721992,B
401310899,D
744124425,C
1159528540,A
1329583916,F
1004738213,A
805864847,D
256578001,F
823572592,C
114058858,A
869798912,A
1110365329,C
51712257,B
52766167,D
461332302,B
810703908,F
504219792,D
1076209049,D
1403968151,D
718573840,A
905393425,C
1093542066,C
1085502621,A
839667211,F
968689728,C
1183178552,F
1014195245,F
195751085,B
797535162,B
55669038,F
1463950292,C
629506441,B
1356890632,C
673325540,B
911727735,C
286337873,D
813855629,F
1470359892,A
1153756363,A
1094104334,B
925175659,F
550419730,A
843182750,C
1163292512,F
230360710,F
820085818,B
1004211799,A
1494937485,F
1242101584,C
376617663,F
560215747,F
1327076122,C
836615932,A
1279215362,C
1228169828,F
1016718419,A
1359118317,D
657967274,F
349481539,C
1545182191,A
444042883,D
193213369,F
661544841,B
1538736806,B
865346710,A
1406585023,C
507811343,C
1344270760,B
986599955,B
874308424,B
366525656,F
598166096,D
1121697541,C
134804573,F
598279831,F
727631848,C
811895482,A
880692673,A
898126931,A
617031675,C
1548568752,C
844538421,D
394711481,A
1309856292,D
708835471,F
1279100516,F
1478076253,A
1338894145,D
355542292,D
1390237888,A
1528859361,B
88611517,F
1288341766,A
1487086945,F
1407179150,A
745419211,D
148518011,B
799175854,D
1194768701,C
1014839316,F
1051075667,D
1459619947,A
929662525,B
600843211,D
1229828354,D
1033646878,A
920960112,A
387358269,B
932336279,F
185523860,A
75800991,D
1220807211,D
133963668,D
1335937475,B
1261297213,C
853709585,B
877827421,C
568640520,F
622663703,D
847933826,B
75246179,F
726620248,D
97555791,C
60143673,C
909722299,A
1425180135,B
1351274719,D
516669244,D
215099940,A
841999205,B
833600051,C
1533789878,B
851809794,F
314911417,D
743177646,D
1540671174,F
996607361,C
1184630015,A
750328661,B
646559747,F
170374995,A
50835115,F
1070817808,F
1222486521,C
523276736,D
481524809,B
234887147,B
156219230,F
1423277831,F
1250091420,B
110306750,A
941342209,B
433860682,D
1027145144,F
1175207659,B
139314661,D
536357043,A
1489957153,F
1148830072,D
1017706104,D
1419130278,F
174189407,F
91864938,F
1236986304,B
985453794,C
1375119222,D
70628391,D
459257336,A
865865756,F
1012019493,C
1311381108,B
1478354532,C
658906516,C
1342284952,B
1148112033,B
767396348,A
497031090,C
437444493,A
471871085,A
166687390,D
533908404,D
957574683,D
727439062,D
68849787,F
745988167,B
592971117,F
1241281039,F
904092565,D
1358731629,D
1505270046,F
694439403,B
1264036579,B
1170727987,D
1372206161,F
103209957,B
248710435,C
1343350914,D
659018768,D
1354677395,B
408707145,D
161867198,A
1093673134,C
1188878616,A
1358909312,A
558642825,B
1156888886,F
1329330559,B
270079619,C
1003849651,D
295236003,F
745280538,B
387745001,C
1454060421,B
966433404,D
707723802,D
1313166856,A
1082842915,C
205089194,D
297391381,C
1481595134,D
493755929,A
1098402158,B
922392879,B
120947236,A
913298226,C
1354173945,F
1033947724,B
532972055,C
506218504,F
1142618168,C
706391279,C
267037933,A
1415363261,F
665314112,B
1175118080,C
391124165,D
947331198,D
771885810,A
765579511,C
933137545,C
984772827,D
1146820620,D
1373672760,F
1420612957,D
125925618,F
574959931,F
879841639,F
1088677117,D
954992543,A
622538660,D
1509488010,F
756247343,C
58587530,C
686443170,F
227090383,F
1277458204,C
1307920309,F
920263587,F
286162385,F
1079279879,A
1536256465,C
983766137,B
997159547,C
447720778,D
419910265,A
1414489071,A
1184793098,C
1112241226,C
567900775,F
1167213288,A
351218922,C
685105660,B
1235187864,A
1465500635,F
1374370142,B
1313606748,B
125509596,C
340822756,D
991182306,A
555486265,D
318101803,F
947157939,D
75031821,B
462509316,A
1371514796,C
672057987,A
1136807181,D
479815104,B
519412463,C
711610728,A
807186045,C
792133077,D
1061711120,A
1286277845,D
1360819486,F
294132833,F
971378189,A
442608660,A
1359178078,B
524765457,B
974267640,C
1044852789,D
929144171,C
444235917,D
118017754,B
123145953,D
1170323774,C
362612701,A
366614755,F
891247265,A
1234429813,C
346982778,B
1094922442,F
1504606094,B
1205500519,F
1436381303,C
1088489943,B
314223644,F
357374429,D
1547333081,A
1297670002,C
1193414700,B
676189725,C
314520173,B
1315932687,D
931895721,F
256969480,C
158085746,C
84420768,F
127568893,A
1084951327,D
701206376,A
1442847737,A
1166668132,F
577936472,C
230056373,C
482246396,B
114542929,F
969699199,A
487074141,C
293819119,A
856100920,F
301216249,D
232340025,D
401052552,F
304341138,C
851553696,F
1188637325,B
204858192,D
161556209,B
521916286,B
1539352608,F
533709269,B
368112897,B
1494051372,B
631118616,B
583729877,F
849120483,B
575521069,A
1241962158,F
1348774196,F
1274189002,B
434281424,F
1106155838,A
880523318,F
380018688,F
1263768621,F
1423993912,F
880309348,B
227267058,C
1184077927,D
1129480352,C
823774022,F
123231893,B
196856218,A
1406503567,A
827547411,C
624338634,C
325833045,B
1483096075,D
1272221265,D
1016810786,C
1012048562,F
1137781948,D
186885217,A
966041296,F
325784398,A
433536556,C
1210669271,D
1472467807,B
952520282,C
192741971,F
538747562,C
821925210,D
1504428764,D
107773185,D
1368737404,D
1530057251,F
604586852,A
417244699,D
656070898,C
1472029791,F
765738377,B
1044020040,F
26754013,D
443581346,B
1156196942,A
177775907,B
1298478146,C
467367454,B
239006317,D
564391141,D
892042112,B
908983011,D
584990652,B
1089143871,F
595625394,F
1421887251,F
904347375,A
1026079761,F
1085510509,C
1281219541,A
155608646,B
386441296,A
471954698,B
765192785,A
187274753,D
118665070,B
117237596,B
1413175460,F
1505306794,D
1125037062,D
1096378061,A
926270253,A
879275356,B
1208894381,D
1166977445,F
551670804,A
648087233,B
1073792366,C
699876162,F
862926554,F
863105342,B
128908279,F
1496817935,A
854333766,C
312857542,F
109252076,B
464296262,D
604108615,A
1043461346,D
431310424,F
90577380,D
577367132,B
29063027,C
1258552340,A
1301660060,F
1035342590,D
1287545534,D
954888574,F
63017835,C
497459608,F
654201100,D
199504848,D
1305090685,C
113488872,A
1264172846,A
1460641000,A
802771161,D
53177279,A
1501472336,A
1476387704,F
592149590,C
500829152,A
887626528,A
20266565,C
114622695,B
77923100,B
669915749,A
1265411843,A
546457006,D
245246330,D
681069435,D
318436286,A
1333374636,A
959478494,C
489623431,F
1535552485,D
273640313,D
938007010,B
215147059,C
366745003,A
1417906265,C
1112501828,A
1499114283,F
1091904199,D
1122516982,F
1028994981,F
1296569212,C
1055695209,C
594310414,B
1510163267,B
293361676,F
815962351,C
825194442,F
43454434,F
1507052035,C
33411414,C
1479044846,F
1336792889,F
879822589,F
1203362673,C
660310440,A
61445359,B
976246030,A
497524170,F
1534050932,C
726803984,D
562129493,F
1438655245,A
725532132,F
244649993,A
1263231590,B
360910089,A
185124078,D
767039490,B
1225747394,B
716559448,B
430247117,A
1313300589,F
863603884,C
1358577566,F
706541304,C
1074943485,C
1486291760,B
835031258,B
1190027797,D
314375038,D
1288180363,F
1163291937,C
217571894,F
1331882802,A
1274773857,C
475871543,C
1468761893,B
1493741181,B
522237484,B
946029858,B
601751596,C
1047765215,B
447420553,D
418010427,D
216837792,F
435061239,F
1152389777,B
871334507,C
729705941,D
91610279,D
146159030,F
13749089,C
310187610,F
386882813,C
1329434105,F
205796558,D
868726682,B
239001741,D
587517883,A
1060779679,C
808723494,A
224660699,C
1428456273,D
175218759,C
1449091184,F
367917185,C
8728213,D
45001917,F
1276897825,F
1039857538,C
1065228500,D
698565771,F
1451819899,A
576940798,D
1233660728,D
86544804,A
1352470255,F
1371545605,C
117692406,F
808783674,B
115107186,A
766564257,C
1265554995,C
805240804,A
92292998,A
312949210,C
1021275378,D
1046855627,A
528297877,D
969773189,A
1476790836,C
136335443,A
99447182,F
1508392426,A
850691641,F
201541037,F
554832468,A
1026238029,B
1482079779,B
50327306,A
689436962,F
1538472132,C
932433969,A
1065638364,D
1029084198,C
813661586,F
1128023352,A
232041703,D
151178086,F
928441408,A
785732292,A
99104997,B
1544044038,B
1522439437,C
516132728,D
276103896,C
1502240968,D
467386488,B
1115573890,F
87207067,A
156032864,C
78056249,B
1555326094,B
988152198,A
765010897,A
1535523688,F
1386188564,F
1477760248,B
1548830138,D
101178448,D
1287084485,A
861896194,F
44729092,B
606790974,F
116743897,F
1178509114,D
19479327,F
318692867,D
1216067369,D
486212063,F
754113875,D
391377574,F
834320688,D
1053321597,D
1314192242,D
722509888,F
183248188,A
1338902514,F
1497363463,B
907747924,F
173738767,C
983066648,B
122561749,A
1393620268,B
360360882,C
627093307,B
806836672,B
256910776,A
209443995,F
1157038052,C
1174365164,F
222851927,F
903579512,F
162547211,A
1100979408,A
1097770277,F
96405050,B
514810926,F
993723361,B
76087629,C
1435453791,D
1042492427,A
1135588186,D
1664115,D
30340043,B
147633409,B
785574343,A
955777098,A
1021769334,D
1231377849,D
948039494,F
1204234275,A
1029419285,B
1206776202,A
477234250,B
489595147,C
552411938,F
1368119472,C
676494419,B
1098191441,F
614855026,D
820201408,A
1549031932,B
1236187438,D
682175260,A
1284793862,D
1502887394,C
475205856,F
17404767,D
1529727517,D
1107195875,A
341737162,C
508026029,F
348200086,A
409017949,D
177378203,C
793869190,B
1219152040,B
969974097,C
883429055,C
391602304,F
813336765,F
748477185,B
1306903318,C
736590745,B
1368753437,D
128688545,B
517561759,A
683447923,B
46909405,B
1198301941,B
1297719820,B
209616788,C
704995347,F
1433447391,F
925645849,F
1130675475,D
588375013,F
318883462,B
377623656,F
1463578748,C
1041305269,B
983127152,D
1146969597,F
44107479,F
1543831844,B
169676007,B
433917408,D
508940188,F
1513560068,F
1305226614,A
919278744,D
691690100,F
802067781,D
225725212,B
663201691,A
218323944,D
1161378431,F
742176806,B
635967286,D
1218217477,C
986793147,C
726086387,D
680820864,B
1332147303,A
587890329,C
643488374,B
38135646,D
1239921165,D
651489599,C
1512493917,B
12826998,C
806419605,B
1263323387,A
927515945,C
42463947,A
641744283,C
1179311220,F
1357882267,C
59946421,B
647698013,D
1399525560,F
622537500,F
616266770,A
1516462801,B
188582580,B
38346631,F
1057038243,B
198084597,F
624046675,F
1356538229,B
492940706,C
1298976949,A
882793987,F
1215666237,A
1061405891,A
583840299,A
1044503252,C
1211014166,D
648347800,B
214722574,B
909455527,B
323789006,C
781770247,A
1381414849,B
880593744,A
1134265784,C
1350995884,A
167810634,A
592093656,D
608311718,B
1241155490,C
964808648,D
428326532,A
945702482,C
917335382,C
854422415,F
580309899,B
1370919469,D
980968146,F
857699839,A
601009073,A
457839773,C
1517937051,C
1370891684,A
3068648,F
665688716,D
284260290,F
410892090,A
366464555,D
225476119,D
512963839,F
571221647,B
660969473,A
725671470,D
740653300,B
1531581978,B
892155966,F
270011369,A
1486341080,A
380339565,A
890390596,C
1337733955,D
171207197,B
1110245247,D
1555880269,F
324066749,D
380805677,F
178581857,F
232888640,C
508775488,D
1316724063,C
493727147,D
748850208,D
1514837167,C
41070919,D
423458487,C
515112681,A
633699490,C
852685942,F
397191863,F
1403705664,F
51495981,B
505686301,D
377208437,F
532254550,F
1325037626,F
678754299,C
554369853,A
1271275370,B
28642952,F
641417016,F
104775958,B
341630081,B
1161189883,A
392903248,A
256530809,A
389057434,D
1121778585,F
346310833,D
1337443317,A
590654848,C
62551596,A
396708927,B
437383661,C
588833038,B
596598050,C
1508746602,D
1369985337,C
766825912,B
1474579258,C
1419421633,C
1029818414,F
814908978,C
780719938,A
654429636,A
302465417,A
606834760,F
249710627,D
1070980516,C
1345987352,A
134089471,D
1245556323,D
1498900361,A
872447556,F
894936698,A
285198651,F
1446034954,D
1018211004,A
206132743,D
582092233,B
628621132,F
1222603954,B
310216315,D
1167963771,A
776316941,B
920405271,D
360626955,A
1297747574,B
603217701,F
1020575229,C
145450412,C
290443726,B
212073075,F
141537487,D
908342680,F
1453996767,F
12805381,D
1294789325,B
1030612908,C
1452165976,C
480408978,B
507338730,A
367649020,C
751609444,C
993174178,F
1021886579,B
518113502,C
545859298,C
452658703,A
1120268380,F
1199588650,C
64426561,A
1324628213,A
1377445101,C
794439900,F
966983638,F
125434656,A
295427925,A
265521563,B
467710931,B
325483056,B
1327750410,F
98540448,A
313714124,D
1168875435,B
1455291430,B
121247890,F
411880427,D
1351435908,B
85939679,C
329544582,B
1021357016,B
586848113,F
529513620,D
214552363,B
1521223436,D
193010828,B
1261187051,C
393404371,D
264763380,C
144128807,A
240406797,C
1352129067,C
1053560174,F
1303345057,D
153699245,B
765225964,C
1468087372,B
893242198,F
1068078894,B
1441533428,D
1310531343,F
307406233,B
1554892776,D
589886968,F
1411026533,B
835962329,F
1524322625,D
930832437,C
731564910,D
631617076,D
1070046573,A
941073821,F
226805771,D
667671853,D
69753497,D
1145202065,B
592798159,A
6760745,D
10510650,B
1506113052,F
90281732,F
1335724002,D
113474915,C
784081886,A
692283280,C
1345514793,C
129587703,D
765483321,D
1357606228,A
1025980237,C
1459157390,F
1395393130,D
570757889,B
551417952,D
795629956,D
1105039584,F
318870019,C
1381482227,C
380761783,F
633194750,C
870044590,D
34503670,F
1028225928,C
1467000242,F
803028113,D
1481888831,F
1000550888,D
400908618,C
1516738975,C
516162821,A
471950150,C
508665521,C
249027188,D
86065938,B
1206653742,D
1432902414,F
1210027436,B
170254049,C
21339332,F
399939278,D
994474519,B
771815184,B
1133131729,A
131310848,D
371631478,C
1106002449,C
93130648,D
612162709,A
1418993555,B
956355613,C
822668118,D
584435932,B
1157383984,F
370124128,A
272632194,B
496085329,A
268838783,C
494281686,F
1090765111,B
459025192,B
1553060344,F
465300798,B
1067476910,D
450875278,A
865643553,A
1190126821,B
68549289,F
1433263847,D
1131570477,F
818173830,A
857012978,C
1225115514,C
1110973656,F
995754227,F
575770275,F
863867594,B
1364115787,F
293360643,B
834482278,D
1031610615,F
608210981,B
719642381,F
270237256,A
710896390,A
165910700,F
1039966428,C
1508960740,C
1125924119,D
1087845134,A
610139437,F
577828785,B
1434624387,C
718710294,B
631239789,D
354388980,B
